,0
62,"[('LOC114669768', 125601345, 125702254, '-', [(125601345, 125602626), (125603408, 125603528), (125622576, 125622656), (125698236, 125702254)]), ('LOC114669768', 125621194, 125702254, '-', [(125621194, 125622656), (125698236, 125698347), (125698455, 125702254)]), ('SMARCA1', 125707218, 125784018, '-', [(125707218, 125708022), (125709023, 125709165), (125725761, 125725974), (125726085, 125726204), (125729020, 125729153), (125731469, 125731592), (125741243, 125741357), (125741615, 125741726), (125746905, 125747025), (125749122, 125749271), (125750236, 125750369), (125752115, 125752268), (125753209, 125753245), (125756907, 125757029), (125758007, 125758234), (125759939, 125760049), (125765072, 125765141), (125766410, 125766542), (125768251, 125768407), (125772119, 125772299), (125775815, 125775916), (125776022, 125776123), (125776464, 125776631), (125778508, 125778595), (125783709, 125784018)]), ('SMARCA1', 125707218, 125784018, '-', [(125707218, 125707954), (125709054, 125709165), (125725761, 125725974), (125726085, 125726204), (125729020, 125729153), (125731469, 125731592), (125741243, 125741357), (125741615, 125741726), (125746905, 125747025), (125749122, 125749271), (125750236, 125750369), (125752115, 125752268), (125756907, 125757029), (125758007, 125758234), (125759939, 125760049), (125765072, 125765141), (125766410, 125766542), (125768251, 125768407), (125772119, 125772299), (125775815, 125775916), (125776022, 125776123), (125776464, 125776631), (125778508, 125778595), (125783709, 125784018)]), ('SMARCA1', 125707218, 125784028, '-', [(125707218, 125707954), (125709023, 125709165), (125725761, 125725974), (125726085, 125726204), (125729020, 125729153), (125731469, 125731592), (125741243, 125741357), (125741615, 125741726), (125746905, 125747025), (125749122, 125749271), (125750236, 125750369), (125752115, 125752268), (125753209, 125753245), (125756907, 125757029), (125758007, 125758234), (125759939, 125760049), (125765072, 125765141), (125766410, 125766542), (125768251, 125768407), (125772119, 125772299), (125775815, 125775916), (125776022, 125776123), (125776464, 125776631), (125778508, 125778595), (125783709, 125784028)]), ('SMARCA1', 125707218, 125784028, '-', [(125707218, 125708022), (125709054, 125709165), (125725761, 125725974), (125726085, 125726204), (125729020, 125729153), (125731469, 125731592), (125741243, 125741357), (125741615, 125741726), (125746905, 125747025), (125749122, 125749271), (125750236, 125750369), (125752115, 125752268), (125753209, 125753245), (125756907, 125757029), (125758007, 125758234), (125759939, 125760049), (125765072, 125765141), (125766410, 125766542), (125768251, 125768407), (125772119, 125772299), (125775815, 125775916), (125776022, 125776123), (125776464, 125776631), (125778508, 125778595), (125783709, 125784028)]), ('SMARCA1', 125707218, 125784028, '-', [(125707218, 125707954), (125709054, 125709165), (125725761, 125725974), (125726085, 125726204), (125729020, 125729153), (125731469, 125731592), (125741243, 125741357), (125741615, 125741726), (125746905, 125747025), (125749122, 125749271), (125750236, 125750369), (125752115, 125752268), (125753209, 125753245), (125756907, 125757029), (125758007, 125758234), (125759939, 125760049), (125765072, 125765141), (125766410, 125766542), (125768251, 125768407), (125772119, 125772299), (125775815, 125775916), (125776022, 125776123), (125776464, 125776631), (125778508, 125778595), (125783709, 125784028)]), ('SMARCA1', 125707218, 125784028, '-', [(125707218, 125708022), (125709023, 125709165), (125725761, 125725974), (125726085, 125726204), (125729020, 125729153), (125731469, 125731592), (125741243, 125741357), (125741615, 125741726), (125746905, 125747025), (125749122, 125749271), (125750236, 125750369), (125752115, 125752268), (125756907, 125757029), (125758007, 125758234), (125759939, 125760049), (125765072, 125765141), (125766410, 125766542), (125768251, 125768407), (125772119, 125772299), (125775815, 125775916), (125776022, 125776123), (125776464, 125776631), (125778508, 125778595), (125783709, 125784028)]), ('LOC114675251', 125778723, 125778795, '+', [(125778723, 125778795)])]"
63,"[('STK26', 128272305, 128325014, '+', [(128272305, 128272529), (128272629, 128272780), (128303252, 128303483), (128311939, 128311996), (128316705, 128316814), (128316901, 128317059), (128317925, 128318111), (128319526, 128319675), (128321023, 128321117), (128321883, 128321946), (128322027, 128322164), (128323199, 128325014)]), ('STK26', 128272342, 128325014, '+', [(128272342, 128272529), (128272629, 128272780), (128303252, 128303483), (128311939, 128311996), (128316705, 128316814), (128316901, 128317059), (128317925, 128318111), (128319526, 128319675), (128321023, 128321117), (128321883, 128321946), (128322027, 128322164), (128323261, 128325014)]), ('STK26', 128272737, 128325014, '+', [(128272737, 128272780), (128303252, 128303483), (128311939, 128311996), (128316705, 128316814), (128316901, 128317059), (128317925, 128318111), (128319526, 128319675), (128321023, 128321117), (128321883, 128321946), (128322027, 128322164), (128323199, 128325014)]), ('FRMD7', 128326079, 128359237, '-', [(128326079, 128328058), (128329104, 128329180), (128329293, 128329362), (128331416, 128331580), (128333556, 128333652), (128334639, 128334787), (128334978, 128335093), (128343083, 128343181), (128346149, 128346228), (128348151, 128348187), (128359167, 128359237)])]"
64,"[('LOC114675227', 129416028, 129416167, '+', [(129416028, 129416167)]), ('TFDP3', 129477052, 129478768, '-', [(129477052, 129478768)]), ('LOC114675277', 129505647, 129505809, '-', [(129505647, 129505809)]), ('GPC4', 129567402, 129684350, '-', [(129567402, 129568561), (129568656, 129568832), (129570189, 129570326), (129571226, 129571373), (129571482, 129571613), (129576727, 129576893), (129590013, 129590405), (129605044, 129605203), (129684120, 129684350)])]"
65,"[('CCDC160', 130492722, 130501850, '+', [(130492722, 130493013), (130500711, 130501850)]), ('LOC708995', 130590063, 130594675, '+', [(130590063, 130590072), (130594130, 130594675)]), ('PHF6', 130634338, 130690444, '+', [(130634338, 130634523), (130638627, 130638811), (130639054, 130639156), (130653819, 130653953), (130654236, 130654280), (130674287, 130674454), (130674617, 130674761), (130675812, 130675917), (130677819, 130677953), (130686831, 130686961), (130689151, 130690444)]), ('PHF6', 130634338, 130690444, '+', [(130634338, 130634523), (130638627, 130638811), (130639054, 130639156), (130653819, 130653953), (130654236, 130654280), (130674287, 130674454), (130674617, 130674761), (130675812, 130675917), (130677819, 130677953), (130686831, 130686961), (130687304, 130690444)]), ('PHF6', 130634348, 130690444, '+', [(130634348, 130634523), (130638627, 130638811), (130639054, 130639156), (130653819, 130653953), (130654236, 130654280), (130674284, 130674454), (130674617, 130674761), (130675812, 130675917), (130677819, 130677953), (130686831, 130686961), (130689151, 130690444)]), ('PHF6', 130634348, 130690444, '+', [(130634348, 130634523), (130638627, 130638811), (130639054, 130639156), (130653819, 130653953), (130654236, 130654280), (130674284, 130674454), (130674617, 130674761), (130675812, 130675917), (130677819, 130677953), (130686831, 130686961), (130687304, 130690444)])]"
66,"[('MCF2', 135802097, 135860740, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806101), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135831771, 135831819), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135860296, 135860740)]), ('MCF2', 135802097, 135860740, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806059), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135831771, 135831819), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135860296, 135860740)]), ('MCF2', 135802097, 135860740, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806059), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135860296, 135860740)]), ('MCF2', 135802097, 135860740, '-', [(135802097, 135802837), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135860296, 135860740)]), ('MCF2', 135802097, 135860740, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806101), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135831771, 135831819), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135850200, 135850320), (135860296, 135860740)]), ('MCF2', 135802097, 135860740, '-', [(135802097, 135802837), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135850200, 135850320), (135860296, 135860740)]), ('MCF2', 135802097, 135882254, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806101), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135831771, 135831819), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135882153, 135882254)]), ('MCF2', 135802097, 135901708, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806059), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135831771, 135831819), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135901363, 135901708)]), ('MCF2', 135802097, 135901708, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806059), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135901363, 135901708)]), ('MCF2', 135802097, 135901714, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806101), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135831771, 135831819), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135901363, 135901714)]), ('MCF2', 135802097, 135901714, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806101), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135901363, 135901714)]), ('MCF2', 135802097, 135901715, '-', [(135802097, 135802837), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135831771, 135831819), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135901363, 135901715)]), ('MCF2', 135802097, 135901715, '-', [(135802097, 135802837), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135901363, 135901715)]), ('MCF2', 135802097, 135916276, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806059), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135831771, 135831819), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135916148, 135916276)]), ('MCF2', 135802097, 135916276, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806059), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135916148, 135916276)]), ('MCF2', 135802097, 135916279, '-', [(135802097, 135802837), (135804638, 135804751), (135805949, 135806101), (135807348, 135807421), (135807999, 135808078), (135809447, 135809540), (135813827, 135814049), (135814737, 135814863), (135815682, 135815775), (135820037, 135820130), (135822319, 135822389), (135822507, 135822623), (135823365, 135823432), (135825386, 135825475), (135828839, 135828877), (135831771, 135831819), (135833418, 135833590), (135834831, 135835023), (135836057, 135836249), (135838057, 135838177), (135843597, 135843712), (135844027, 135844161), (135847576, 135847726), (135849266, 135849383), (135850200, 135850320), (135863389, 135863480), (135864604, 135864719), (135869538, 135869607), (135916148, 135916279)]), ('LOC114674663', 135897104, 135897891, '-', [(135897104, 135897891)]), ('LOC114675252', 135908324, 135908428, '-', [(135908324, 135908428)]), ('ATP11C', 135934068, 136039975, '-', [(135934068, 135936693), (135939366, 135939471), (135945623, 135945777), (135948702, 135948806), (135951265, 135951331), (135953443, 135953579), (135957758, 135957886), (135965476, 135965536), (135969667, 135969813), (135971016, 135971119), (135975750, 135975925), (135982266, 135982530), (135990180, 135990362), (135990801, 135990905), (135992744, 135992818), (135993735, 135993807), (135994750, 135994902), (135995877, 135996039), (136002868, 136003066), (136003688, 136003839), (136004808, 136004890), (136005214, 136005279), (136006602, 136006653), (136008776, 136008880), (136010998, 136011127), (136021409, 136021517), (136023408, 136023489), (136025877, 136025967), (136032834, 136032954), (136039956, 136039975)]), ('ATP11C', 135934068, 136136409, '-', [(135934068, 135936693), (135945438, 135945504), (135945623, 135945777), (135948702, 135948806), (135951265, 135951331), (135953443, 135953579), (135957758, 135957886), (135965476, 135965536), (135969667, 135969813), (135971016, 135971119), (135975750, 135975925), (135982266, 135982530), (135990180, 135990362), (135990801, 135990905), (135992744, 135992818), (135993735, 135993807), (135994750, 135994902), (135995877, 135996039), (136002868, 136003066), (136003688, 136003839), (136004808, 136004890), (136005214, 136005279), (136006602, 136006653), (136008776, 136008880), (136010998, 136011127), (136021409, 136021517), (136023408, 136023489), (136025877, 136025967), (136032834, 136032954), (136136233, 136136409)]), ('ATP11C', 135934068, 136136409, '-', [(135934068, 135936693), (135945623, 135945777), (135948702, 135948806), (135951265, 135951331), (135953443, 135953579), (135957758, 135957886), (135965476, 135965536), (135969667, 135969813), (135971016, 135971119), (135975750, 135975925), (135982266, 135982530), (135990180, 135990362), (135990801, 135990905), (135992744, 135992818), (135993735, 135993807), (135994750, 135994902), (135995877, 135996039), (136002868, 136003066), (136003688, 136003839), (136004808, 136004890), (136005214, 136005279), (136006602, 136006653), (136008776, 136008880), (136010998, 136011127), (136021409, 136021517), (136023408, 136023489), (136025877, 136025967), (136032834, 136032954), (136136233, 136136409)]), ('ATP11C', 135934068, 136136409, '-', [(135934068, 135936693), (135939366, 135939471), (135945623, 135945777), (135948702, 135948806), (135951265, 135951331), (135953443, 135953579), (135957758, 135957886), (135965476, 135965536), (135969667, 135969813), (135971016, 135971119), (135975750, 135975925), (135990180, 135990362), (135990801, 135990905), (135992744, 135992818), (135993735, 135993807), (135994750, 135994902), (135995877, 135996039), (136002868, 136003066), (136003688, 136003839), (136004808, 136004890), (136005214, 136005279), (136006602, 136006653), (136008776, 136008880), (136010998, 136011127), (136021409, 136021517), (136023408, 136023489), (136025877, 136025967), (136032834, 136032954), (136136233, 136136409)]), ('ATP11C', 135934068, 136137245, '-', [(135934068, 135936693), (135940154, 135940245), (135945623, 135945777), (135948702, 135948806), (135951265, 135951331), (135953443, 135953579), (135957758, 135957886), (135965476, 135965536), (135969667, 135969813), (135971016, 135971119), (135975750, 135975925), (135982266, 135982530), (135990180, 135990362), (135990801, 135990905), (135992744, 135992818), (135993735, 135993807), (135994750, 135994902), (135995877, 135996039), (136002868, 136003066), (136003688, 136003839), (136004808, 136004890), (136005214, 136005279), (136006602, 136006653), (136008776, 136008880), (136010998, 136011127), (136021409, 136021517), (136023408, 136023489), (136025877, 136025967), (136032834, 136032954), (136136233, 136137245)]), ('ATP11C', 135934068, 136137245, '-', [(135934068, 135936693), (135939366, 135939471), (135945623, 135945777), (135948702, 135948806), (135951265, 135951331), (135953443, 135953579), (135957758, 135957886), (135965476, 135965536), (135969667, 135969813), (135971016, 135971119), (135975750, 135975925), (135982266, 135982530), (135990180, 135990362), (135990801, 135990905), (135992744, 135992818), (135993735, 135993807), (135994750, 135994902), (135995877, 135996039), (136002868, 136003066), (136003688, 136003839), (136004808, 136004890), (136005214, 136005279), (136006602, 136006653), (136008776, 136008880), (136010998, 136011127), (136021409, 136021517), (136023408, 136023489), (136025877, 136025967), (136032834, 136032954), (136136233, 136137245)]), ('ATP11C', 135934068, 136136409, '-', [(135934068, 135936693), (135939366, 135939471), (135940154, 135940245), (135945623, 135945777), (135948702, 135948806), (135951265, 135951331), (135953443, 135953579), (135957758, 135957886), (135965476, 135965536), (135969667, 135969813), (135971016, 135971119), (135975750, 135975925), (135982266, 135982530), (135990180, 135990362), (135990801, 135990905), (135992744, 135992818), (135993735, 135993807), (135994750, 135994902), (135995877, 135996039), (136002868, 136003066), (136003688, 136003839), (136004808, 136004890), (136005214, 136005279), (136006602, 136006653), (136008776, 136008880), (136010998, 136011127), (136021409, 136021517), (136023408, 136023489), (136025877, 136025967), (136032834, 136032954), (136136233, 136136409)]), ('ATP11C', 135939396, 136136409, '-', [(135939396, 135939471), (135945438, 135945504), (135945623, 135945777), (135948702, 135948806), (135951265, 135951331), (135953443, 135953579), (135957758, 135957886), (135965476, 135965536), (135969667, 135969813), (135971016, 135971119), (135975750, 135975925), (135982266, 135982530), (135990180, 135990362), (135990801, 135990905), (135992744, 135992818), (135993735, 135993807), (135994750, 135994902), (135995877, 135996039), (136002868, 136003066), (136003688, 136003839), (136004808, 136004890), (136005214, 136005279), (136006602, 136006653), (136008776, 136008880), (136010998, 136011127), (136021409, 136021517), (136023408, 136023489), (136025877, 136025967), (136032834, 136032954), (136136233, 136136409)])]"
67,"[('LOC114675184', 143842344, 143842446, '+', [(143842344, 143842446)])]"
68,[]
69,"[('CETN2', 148839869, 148843240, '-', [(148839869, 148840477), (148841066, 148841204), (148841674, 148841803), (148842125, 148842284), (148843091, 148843240)]), ('CETN2', 148839869, 148843282, '-', [(148839869, 148840477), (148841066, 148841204), (148841674, 148841803), (148842125, 148842284), (148843232, 148843282)]), ('NSDHL', 148843494, 148879105, '+', [(148843494, 148843642), (148855430, 148855581), (148859464, 148859623), (148868504, 148868651), (148872330, 148872459), (148875552, 148875695), (148876906, 148877409), (148878526, 148879105)]), ('NSDHL', 148843498, 148879106, '+', [(148843498, 148843642), (148844153, 148844225), (148855430, 148855581), (148859464, 148859623), (148868504, 148868651), (148872330, 148872459), (148875552, 148875695), (148877306, 148877409), (148878526, 148879106)]), ('NSDHL', 148843530, 148879105, '+', [(148843530, 148843642), (148847610, 148847837), (148855430, 148855581), (148859464, 148859623), (148868504, 148868651), (148872330, 148872459), (148875552, 148875695), (148876906, 148877409), (148878526, 148879105)]), ('NSDHL', 148843539, 148879106, '+', [(148843539, 148843642), (148847610, 148847649), (148855430, 148855581), (148859464, 148859623), (148868504, 148868651), (148872330, 148872459), (148875552, 148875695), (148877306, 148877409), (148878526, 148879106)]), ('NSDHL', 148843539, 148879106, '+', [(148843539, 148843642), (148847610, 148847837), (148855430, 148855581), (148859464, 148859623), (148868504, 148868651), (148872330, 148872459), (148875552, 148875695), (148877306, 148877409), (148878526, 148879106)]), ('NSDHL', 148843565, 148878906, '+', [(148843565, 148843642), (148855430, 148855581), (148859464, 148859623), (148868504, 148868651), (148872330, 148872459), (148875552, 148875695), (148877306, 148877409), (148878526, 148878906)]), ('NSDHL', 148845572, 148879106, '+', [(148845572, 148845592), (148855430, 148855581), (148859464, 148859623), (148868504, 148868651), (148872330, 148872459), (148875552, 148875695), (148877306, 148877409), (148878526, 148879106)]), ('NSDHL', 148847649, 148879106, '+', [(148847649, 148847761), (148855430, 148855581), (148859464, 148859623), (148868504, 148868651), (148872330, 148872459), (148875552, 148875695), (148877306, 148877409), (148878526, 148879106)]), ('ZNF185', 148908356, 148981151, '+', [(148908356, 148908462), (148924750, 148924829), (148925015, 148925139), (148925443, 148925509), (148927387, 148927426), (148927541, 148927619), (148928322, 148928412), (148929240, 148929330), (148930580, 148930664), (148930963, 148931002), (148932411, 148932495), (148938771, 148938858), (148942081, 148942186), (148943272, 148943371), (148947505, 148947595), (148955123, 148955321), (148967384, 148967582), (148971535, 148971646), (148973140, 148973221), (148974865, 148974937), (148977075, 148977178), (148978104, 148981151)]), ('ZNF185', 148908356, 148981151, '+', [(148908356, 148908462), (148924750, 148924829), (148925015, 148925139), (148925443, 148925509), (148927387, 148927426), (148927541, 148927619), (148928322, 148928412), (148929240, 148929330), (148930580, 148930664), (148930960, 148931002), (148932411, 148932495), (148942081, 148942186), (148943272, 148943371), (148947505, 148947595), (148955123, 148955321), (148967384, 148967582), (148971535, 148971646), (148973140, 148973221), (148974865, 148974937), (148977075, 148977178), (148978104, 148978203), (148978940, 148981151)]), ('ZNF185', 148908356, 148981151, '+', [(148908356, 148908462), (148924750, 148924829), (148925015, 148925139), (148925443, 148925509), (148927387, 148927426), (148927541, 148927619), (148928322, 148928412), (148929240, 148929330), (148930580, 148930664), (148930960, 148931002), (148932411, 148932495), (148938771, 148938858), (148942081, 148942186), (148943272, 148943371), (148947505, 148947595), (148955123, 148955321), (148967384, 148967582), (148971535, 148971646), (148973140, 148973221), (148974865, 148974937), (148977075, 148977178), (148978104, 148981151)]), ('ZNF185', 148908356, 148981153, '+', [(148908356, 148908462), (148924750, 148924829), (148925015, 148925139), (148925443, 148925509), (148927387, 148927426), (148927541, 148927619), (148928322, 148928412), (148929240, 148929330), (148930580, 148930664), (148930963, 148931002), (148932411, 148932495), (148942081, 148942186), (148943272, 148943371), (148947505, 148947595), (148955123, 148955321), (148967384, 148967582), (148971535, 148971646), (148973140, 148973221), (148974865, 148974937), (148977075, 148977178), (148978104, 148978203), (148978940, 148981153)]), ('ZNF185', 148908356, 148981153, '+', [(148908356, 148908462), (148924750, 148924829), (148925015, 148925139), (148925443, 148925509), (148927387, 148927426), (148927541, 148927619), (148928322, 148928412), (148929240, 148929330), (148930580, 148930664), (148930963, 148931002), (148932411, 148932495), (148932958, 148933048), (148938771, 148938858), (148942081, 148942186), (148943272, 148943371), (148947505, 148947595), (148955123, 148955321), (148967384, 148967582), (148971535, 148971646), (148973140, 148973221), (148974865, 148974937), (148977075, 148977178), (148978104, 148978203), (148978940, 148981153)]), ('ZNF185', 148908356, 148981153, '+', [(148908356, 148908462), (148924750, 148924829), (148925015, 148925139), (148925443, 148925509), (148927387, 148927426), (148927541, 148927619), (148928322, 148928412), (148929240, 148929330), (148930580, 148930664), (148930960, 148931002), (148932411, 148932495), (148932958, 148933048), (148938771, 148938858), (148942081, 148942186), (148943272, 148943371), (148947505, 148947595), (148955123, 148955321), (148967384, 148967582), (148971535, 148971646), (148973140, 148973221), (148974865, 148974937), (148977075, 148977178), (148978104, 148978203), (148978940, 148981153)]), ('LOC114675046', 148942052, 148943395, '-', [(148942052, 148942360), (148943260, 148943395)]), ('PNMA5', 148999873, 149003251, '-', [(148999873, 149002760), (149002940, 149003251)]), ('PNMA5', 148999873, 149003251, '-', [(148999873, 149002760), (149002940, 149003016), (149003116, 149003251)]), ('PNMA5', 148999873, 149005207, '-', [(148999873, 149002760), (149002954, 149003016), (149003695, 149003825), (149005102, 149005207)]), ('PNMA5', 148999873, 149005243, '-', [(148999873, 149002760), (149002940, 149003016), (149003695, 149003825), (149005102, 149005243)]), ('PNMA5', 148999875, 149003247, '-', [(148999875, 149002760), (149002954, 149003247)]), ('PNMA5', 148999875, 149003247, '-', [(148999875, 149002760), (149002954, 149003016), (149003116, 149003247)])]"
70,"[('PNMA6F', 149287542, 149291654, '-', [(149287542, 149290586), (149291356, 149291654)]), ('ZNF275', 149304368, 149329239, '+', [(149304368, 149304501), (149306856, 149306933), (149321707, 149321809), (149323004, 149329239)]), ('LOC114675256', 149327813, 149327917, '+', [(149327813, 149327917)]), ('LOC106995369', 149333304, 149336674, '+', [(149333304, 149333805), (149336253, 149336674)]), ('LOC114674918', 149376980, 149382823, '-', [(149376980, 149380079), (149382368, 149382823)]), ('ZFP92', 149392637, 149407612, '+', [(149392637, 149392882), (149399441, 149399492), (149399807, 149399934), (149401357, 149401462), (149401774, 149407612)]), ('ZFP92', 149392637, 149407612, '+', [(149392637, 149392882), (149393145, 149393193), (149399441, 149399492), (149399807, 149399934), (149401357, 149401462), (149401774, 149407612)])]"
71,[]
